,phrase,sentence_id,length,word_list,word_counter,num_unique_words
808,"Irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater .",9354,155,"['irwin', 'man', 'with', 'enough', 'charisma', 'and', 'audacity', 'carry', 'dozen', 'films', 'but', 'this', 'particular', 'result', 'ultimately', 'held', 'back', 'from', 'being', 'something', 'greater']","Counter({'and': 1, 'ultimately': 1, 'from': 1, 'greater': 1, 'being': 1, 'held': 1, 'this': 1, 'irwin': 1, 'charisma': 1, 'but': 1, 'back': 1, 'films': 1, 'enough': 1, 'result': 1, 'particular': 1, 'carry': 1, 'audacity': 1, 'dozen': 1, 'with': 1, 'something': 1, 'man': 1})",21
809,"Some , like Ballistic , arrive stillborn ... looking like the beaten , well-worn video box cover of seven years into the future .",9355,129,"['some', 'like', 'ballistic', 'arrive', 'stillborn', 'looking', 'like', 'the', 'beaten', 'wellworn', 'video', 'box', 'cover', 'seven', 'years', 'into', 'the', 'future']","Counter({'like': 2, 'the': 2, 'box': 1, 'seven': 1, 'cover': 1, 'into': 1, 'beaten': 1, 'some': 1, 'years': 1, 'looking': 1, 'stillborn': 1, 'future': 1, 'ballistic': 1, 'video': 1, 'arrive': 1, 'wellworn': 1})",16
810,"-LRB- Gai -RRB- comes closer to any actress I can remember to personifying independence in its purest and , yes , most intimidating form .",9356,138,"['lrb', 'gai', 'rrb', 'comes', 'closer', 'any', 'actress', 'can', 'remember', 'personifying', 'independence', 'its', 'purest', 'and', 'yes', 'most', 'intimidating', 'form']","Counter({'closer': 1, 'and': 1, 'lrb': 1, 'remember': 1, 'form': 1, 'intimidating': 1, 'rrb': 1, 'actress': 1, 'personifying': 1, 'purest': 1, 'most': 1, 'can': 1, 'gai': 1, 'yes': 1, 'its': 1, 'any': 1, 'comes': 1, 'independence': 1})",18
811,"Woody Allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz .",9357,114,"['woody', 'allen', 'latest', 'ambling', 'broad', 'comedy', 'about', 'all', 'there', 'love', 'and', 'hate', 'about', 'the', 'movie', 'biz']","Counter({'about': 2, 'and': 1, 'movie': 1, 'love': 1, 'broad': 1, 'there': 1, 'all': 1, 'ambling': 1, 'biz': 1, 'allen': 1, 'woody': 1, 'the': 1, 'comedy': 1, 'hate': 1, 'latest': 1})",15
812,Chabrol has taken promising material for a black comedy and turned it instead into a somber chamber drama .,9358,107,"['chabrol', 'has', 'taken', 'promising', 'material', 'for', 'black', 'comedy', 'and', 'turned', 'instead', 'into', 'somber', 'chamber', 'drama']","Counter({'and': 1, 'instead': 1, 'comedy': 1, 'for': 1, 'somber': 1, 'into': 1, 'material': 1, 'turned': 1, 'drama': 1, 'chamber': 1, 'chabrol': 1, 'promising': 1, 'taken': 1, 'black': 1, 'has': 1})",15
813,... an agreeable time-wasting device -- but George Pal 's low-tech 1960 version still rules the epochs .,9359,104,"['agreeable', 'timewasting', 'device', 'but', 'george', 'pal', 'lowtech', '1960', 'version', 'still', 'rules', 'the', 'epochs']","Counter({'timewasting': 1, 'rules': 1, '1960': 1, 'lowtech': 1, 'but': 1, 'epochs': 1, 'version': 1, 'device': 1, 'agreeable': 1, 'the': 1, 'still': 1, 'pal': 1, 'george': 1})",13
814,"Oh , it 's extreme , all right .",9360,32,"['extreme', 'all', 'right']","Counter({'all': 1, 'right': 1, 'extreme': 1})",3
815,What happens to John Q ?,9361,24,"['what', 'happens', 'john', '?']","Counter({'happens': 1, 'what': 1, 'john': 1, '?': 1})",4
816,"Nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle .",9362,143,"['nelson', 'brutally', 'unsentimental', 'approach', 'sucks', 'the', 'humanity', 'from', 'the', 'film', 'leaving', 'behind', 'horrific', 'but', 'weirdly', 'unemotional', 'spectacle']","Counter({'the': 2, 'from': 1, 'horrific': 1, 'unemotional': 1, 'unsentimental': 1, 'weirdly': 1, 'sucks': 1, 'brutally': 1, 'but': 1, 'leaving': 1, 'behind': 1, 'nelson': 1, 'spectacle': 1, 'approach': 1, 'humanity': 1, 'film': 1})",16
817,"The story , like life , refuses to be simple , and the result is a compelling slice of awkward emotions .",9363,105,"['the', 'story', 'like', 'life', 'refuses', 'simple', 'and', 'the', 'result', 'compelling', 'slice', 'awkward', 'emotions']","Counter({'the': 2, 'and': 1, 'life': 1, 'slice': 1, 'like': 1, 'awkward': 1, 'simple': 1, 'story': 1, 'emotions': 1, 'compelling': 1, 'result': 1, 'refuses': 1})",12
818,"The vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination .",9364,127,"['the', 'vivid', 'lead', 'performances', 'sustain', 'interest', 'and', 'empathy', 'but', 'the', 'journey', 'far', 'more', 'interesting', 'than', 'the', 'final', 'destination']","Counter({'the': 3, 'and': 1, 'empathy': 1, 'vivid': 1, 'lead': 1, 'far': 1, 'performances': 1, 'destination': 1, 'but': 1, 'final': 1, 'journey': 1, 'sustain': 1, 'interest': 1, 'interesting': 1, 'than': 1, 'more': 1})",16
819,"Behind the snow games and lovable Siberian huskies -LRB- plus one sheep dog -RRB- , the picture hosts a parka-wrapped dose of heart .",9365,133,"['behind', 'the', 'snow', 'games', 'and', 'lovable', 'siberian', 'huskies', 'lrb', 'plus', 'one', 'sheep', 'dog', 'rrb', 'the', 'picture', 'hosts', 'parkawrapped', 'dose', 'heart']","Counter({'the': 2, 'and': 1, 'sheep': 1, 'rrb': 1, 'lrb': 1, 'parkawrapped': 1, 'picture': 1, 'dog': 1, 'snow': 1, 'heart': 1, 'siberian': 1, 'lovable': 1, 'hosts': 1, 'behind': 1, 'games': 1, 'huskies': 1, 'dose': 1, 'plus': 1, 'one': 1})",19
820,"The film takes the materials of human tragedy and dresses them in lovely costumes , Southern California locations and star power .",9366,130,"['the', 'film', 'takes', 'the', 'materials', 'human', 'tragedy', 'and', 'dresses', 'them', 'lovely', 'costumes', 'southern', 'california', 'locations', 'and', 'star', 'power']","Counter({'and': 2, 'the': 2, 'them': 1, 'star': 1, 'takes': 1, 'power': 1, 'southern': 1, 'costumes': 1, 'locations': 1, 'materials': 1, 'california': 1, 'dresses': 1, 'human': 1, 'lovely': 1, 'tragedy': 1, 'film': 1})",16
821,A movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it 's approached with imagination and flair .,9367,136,"['movie', 'that', 'reminds', 'just', 'how', 'exciting', 'and', 'satisfying', 'the', 'fantasy', 'cinema', 'can', 'when', 'approached', 'with', 'imagination', 'and', 'flair']","Counter({'and': 2, 'satisfying': 1, 'approached': 1, 'just': 1, 'reminds': 1, 'with': 1, 'movie': 1, 'that': 1, 'when': 1, 'imagination': 1, 'how': 1, 'cinema': 1, 'can': 1, 'the': 1, 'exciting': 1, 'fantasy': 1, 'flair': 1})",17
822,"With recent tensions rekindled by the Kathleen Soliah trial and the upcoming trial of SLA members Emily and William Harris , not to mention Sept. 11 , its difficult these days to appreciate Fire 's bright side .",9368,211,"['with', 'recent', 'tensions', 'rekindled', 'the', 'kathleen', 'soliah', 'trial', 'and', 'the', 'upcoming', 'trial', 'sla', 'members', 'emily', 'and', 'william', 'harris', 'not', 'mention', 'sept', 'its', 'difficult', 'these', 'days', 'appreciate', 'fire', 'bright', 'side']","Counter({'and': 2, 'trial': 2, 'the': 2, 'soliah': 1, 'bright': 1, 'its': 1, 'emily': 1, 'kathleen': 1, 'tensions': 1, 'difficult': 1, 'upcoming': 1, 'fire': 1, 'william': 1, 'rekindled': 1, 'harris': 1, 'members': 1, 'not': 1, 'with': 1, 'recent': 1, 'mention': 1, 'these': 1, 'appreciate': 1, 'days': 1, 'side': 1, 'sept': 1, 'sla': 1})",26
823,"Spousal abuse is a major problem in contemporary society , but the film reduces this domestic tragedy to florid melodrama .",9369,123,"['spousal', 'abuse', 'major', 'problem', 'contemporary', 'society', 'but', 'the', 'film', 'reduces', 'this', 'domestic', 'tragedy', 'florid', 'melodrama']","Counter({'spousal': 1, 'major': 1, 'this': 1, 'reduces': 1, 'melodrama': 1, 'domestic': 1, 'contemporary': 1, 'but': 1, 'tragedy': 1, 'florid': 1, 'society': 1, 'abuse': 1, 'problem': 1, 'the': 1, 'film': 1})",15
824,"A thoughtful , provocative , insistently humanizing film .",9370,58,"['thoughtful', 'provocative', 'insistently', 'humanizing', 'film']","Counter({'insistently': 1, 'thoughtful': 1, 'humanizing': 1, 'provocative': 1, 'film': 1})",5
825,The problem is n't that the movie hits so close to home so much as that it hits close to home while engaging in such silliness as that snake-down-the-throat business and the inevitable shot of Schwarzenegger outrunning a fireball .,9371,231,"['the', 'problem', 'that', 'the', 'movie', 'hits', 'close', 'home', 'much', 'that', 'hits', 'close', 'home', 'while', 'engaging', 'such', 'silliness', 'that', 'snakedownthethroat', 'business', 'and', 'the', 'inevitable', 'shot', 'schwarzenegger', 'outrunning', 'fireball']","Counter({'that': 3, 'the': 3, 'hits': 2, 'home': 2, 'close': 2, 'and': 1, 'snakedownthethroat': 1, 'fireball': 1, 'shot': 1, 'silliness': 1, 'business': 1, 'movie': 1, 'such': 1, 'inevitable': 1, 'engaging': 1, 'while': 1, 'much': 1, 'outrunning': 1, 'problem': 1, 'schwarzenegger': 1})",20
826,"Although German cooking does not come readily to mind when considering the world 's best cuisine , Mostly Martha could make Deutchland a popular destination for hungry tourists .",9372,178,"['although', 'german', 'cooking', 'does', 'not', 'come', 'readily', 'mind', 'when', 'considering', 'the', 'world', 'best', 'cuisine', 'mostly', 'martha', 'could', 'make', 'deutchland', 'popular', 'destination', 'for', 'hungry', 'tourists']","Counter({'deutchland': 1, 'cooking': 1, 'german': 1, 'mind': 1, 'best': 1, 'readily': 1, 'considering': 1, 'cuisine': 1, 'for': 1, 'make': 1, 'destination': 1, 'when': 1, 'does': 1, 'martha': 1, 'tourists': 1, 'mostly': 1, 'although': 1, 'not': 1, 'world': 1, 'come': 1, 'could': 1, 'hungry': 1, 'popular': 1, 'the': 1})",24
827,A bigger holiday downer than your end-of-year 401 -LRB- k -RRB- statement .,9373,75,"['bigger', 'holiday', 'downer', 'than', 'your', 'endofyear', '401', 'lrb', 'rrb', 'statement']","Counter({'endofyear': 1, 'lrb': 1, 'statement': 1, 'rrb': 1, 'than': 1, '401': 1, 'holiday': 1, 'your': 1, 'bigger': 1, 'downer': 1})",10
828,"A gorgeous , witty , seductive movie .",9374,38,"['gorgeous', 'witty', 'seductive', 'movie']","Counter({'witty': 1, 'movie': 1, 'seductive': 1, 'gorgeous': 1})",4
829,But I was n't .,9375,15,"['but', 'was']","Counter({'was': 1, 'but': 1})",2
830,"For the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride .",9376,140,"['for', 'the', 'first', 'twothirds', 'this', 'sparklingly', 'inventive', 'and', 'artful', 'always', 'fast', 'and', 'furious', 'tale', 'kids', 'will', 'happily', 'along', 'for', 'the', 'ride']","Counter({'and': 2, 'for': 2, 'the': 2, 'twothirds': 1, 'inventive': 1, 'happily': 1, 'this': 1, 'always': 1, 'ride': 1, 'artful': 1, 'tale': 1, 'will': 1, 'kids': 1, 'fast': 1, 'furious': 1, 'sparklingly': 1, 'along': 1, 'first': 1})",18
831,"Bears resemblance to , and shares the weaknesses of , too many recent action-fantasy extravaganzas in which special effects overpower cogent story-telling and visual clarity during the big action sequences .",9377,207,"['bears', 'resemblance', 'and', 'shares', 'the', 'weaknesses', 'too', 'many', 'recent', 'actionfantasy', 'extravaganzas', 'which', 'special', 'effects', 'overpower', 'cogent', 'storytelling', 'and', 'visual', 'clarity', 'during', 'the', 'big', 'action', 'sequences']","Counter({'and': 2, 'the': 2, 'storytelling': 1, 'sequences': 1, 'actionfantasy': 1, 'clarity': 1, 'special': 1, 'resemblance': 1, 'bears': 1, 'shares': 1, 'overpower': 1, 'too': 1, 'which': 1, 'big': 1, 'weaknesses': 1, 'visual': 1, 'effects': 1, 'during': 1, 'recent': 1, 'extravaganzas': 1, 'many': 1, 'cogent': 1, 'action': 1})",23
832,"s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .",9378,150,"['personal', 'revelations', 'regarding', 'what', 'the', 'shop', 'means', 'the', 'big', 'picture', 'iconic', 'characters', 'gambol', 'fluidly', 'through', 'the', 'story', 'with', 'charming', 'results']","Counter({'the': 3, 'shop': 1, 'picture': 1, 'regarding': 1, 'means': 1, 'personal': 1, 'big': 1, 'results': 1, 'what': 1, 'fluidly': 1, 'iconic': 1, 'revelations': 1, 'charming': 1, 'through': 1, 'characters': 1, 'story': 1, 'with': 1, 'gambol': 1})",18
833,What 's next : `` My Mother the Car ? '',9379,40,"['what', 'next', 'mother', 'the', 'car', '?']","Counter({'what': 1, 'car': 1, 'next': 1, 'mother': 1, 'the': 1, '?': 1})",6
834,"Like a documentary version of Fight Club , shorn of social insight , intellectual pretension and cinematic interest .",9380,117,"['like', 'documentary', 'version', 'fight', 'club', 'shorn', 'social', 'insight', 'intellectual', 'pretension', 'and', 'cinematic', 'interest']","Counter({'and': 1, 'like': 1, 'club': 1, 'insight': 1, 'intellectual': 1, 'fight': 1, 'pretension': 1, 'version': 1, 'cinematic': 1, 'interest': 1, 'social': 1, 'shorn': 1, 'documentary': 1})",13
835,Frida 's artistic brilliance is undeniable -- it 's among the most breathtakingly designed films I 've ever seen .,9381,114,"['frida', 'artistic', 'brilliance', 'undeniable', 'among', 'the', 'most', 'breathtakingly', 'designed', 'films', 'ever', 'seen']","Counter({'among': 1, 'breathtakingly': 1, 'undeniable': 1, 'brilliance': 1, 'most': 1, 'artistic': 1, 'seen': 1, 'films': 1, 'frida': 1, 'the': 1, 'ever': 1, 'designed': 1})",12
836,"We know the plot 's a little crazy , but it held my interest from start to finish .",9382,83,"['know', 'the', 'plot', 'little', 'crazy', 'but', 'held', 'interest', 'from', 'start', 'finish']","Counter({'plot': 1, 'little': 1, 'finish': 1, 'from': 1, 'start': 1, 'crazy': 1, 'but': 1, 'held': 1, 'know': 1, 'interest': 1, 'the': 1})",11
837,It 's a worse sign when you begin to envy her condition .,9383,57,"['worse', 'sign', 'when', 'you', 'begin', 'envy', 'her', 'condition']","Counter({'begin': 1, 'worse': 1, 'her': 1, 'when': 1, 'envy': 1, 'sign': 1, 'you': 1, 'condition': 1})",8
838,"Like those to Rome , all roads in The Banger Sisters inevitably lead to a joke about Hawn 's breasts , which constantly threaten to upstage the woman sporting them .",9384,165,"['like', 'those', 'rome', 'all', 'roads', 'the', 'banger', 'sisters', 'inevitably', 'lead', 'joke', 'about', 'hawn', 'breasts', 'which', 'constantly', 'threaten', 'upstage', 'the', 'woman', 'sporting', 'them']","Counter({'the': 2, 'banger': 1, 'all': 1, 'woman': 1, 'like': 1, 'lead': 1, 'inevitably': 1, 'joke': 1, 'sporting': 1, 'constantly': 1, 'about': 1, 'breasts': 1, 'upstage': 1, 'sisters': 1, 'rome': 1, 'them': 1, 'hawn': 1, 'which': 1, 'roads': 1, 'threaten': 1, 'those': 1})",21
839,A sober and affecting chronicle of the leveling effect of loss .,9385,64,"['sober', 'and', 'affecting', 'chronicle', 'the', 'leveling', 'effect', 'loss']","Counter({'and': 1, 'loss': 1, 'chronicle': 1, 'leveling': 1, 'effect': 1, 'affecting': 1, 'sober': 1, 'the': 1})",8
840,"The noble tradition of men in drag hits an all-time low in Sorority Boys , whose makers apparently believe that women 's clothing can cover up any deficiency in acting , writing or direction .",9386,192,"['the', 'noble', 'tradition', 'men', 'drag', 'hits', 'alltime', 'low', 'sorority', 'boys', 'whose', 'makers', 'apparently', 'believe', 'that', 'women', 'clothing', 'can', 'cover', 'any', 'deficiency', 'acting', 'writing', 'direction']","Counter({'deficiency': 1, 'writing': 1, 'clothing': 1, 'any': 1, 'whose': 1, 'apparently': 1, 'makers': 1, 'acting': 1, 'low': 1, 'sorority': 1, 'noble': 1, 'direction': 1, 'that': 1, 'men': 1, 'boys': 1, 'drag': 1, 'believe': 1, 'tradition': 1, 'women': 1, 'hits': 1, 'cover': 1, 'can': 1, 'alltime': 1, 'the': 1})",24
841,"Once again , director Jackson strikes a rewarding balance between emotion on the human scale and action\/effects on the spectacular scale .",9387,139,"['once', 'again', 'director', 'jackson', 'strikes', 'rewarding', 'balance', 'between', 'emotion', 'the', 'human', 'scale', 'and', 'actioneffects', 'the', 'spectacular', 'scale']","Counter({'scale': 2, 'the': 2, 'emotion': 1, 'again': 1, 'and': 1, 'jackson': 1, 'spectacular': 1, 'actioneffects': 1, 'strikes': 1, 'director': 1, 'rewarding': 1, 'human': 1, 'between': 1, 'balance': 1, 'once': 1})",15
842,A model of what films like this should be like .,9388,48,"['model', 'what', 'films', 'like', 'this', 'should', 'like']","Counter({'like': 2, 'what': 1, 'this': 1, 'should': 1, 'films': 1, 'model': 1})",6
843,"Its direction , its script , and Weaver 's performance as a vaguely discontented woman of substance make for a mildly entertaining 77 minutes , if that 's what you 're in the mood for .",9389,185,"['its', 'direction', 'its', 'script', 'and', 'weaver', 'performance', 'vaguely', 'discontented', 'woman', 'substance', 'make', 'for', 'mildly', 'entertaining', 'minutes', 'that', 'what', 'you', 'the', 'mood', 'for']","Counter({'for': 2, 'its': 2, 'and': 1, 'the': 1, 'direction': 1, 'woman': 1, 'discontented': 1, 'mood': 1, 'script': 1, 'make': 1, 'that': 1, 'what': 1, 'you': 1, 'entertaining': 1, 'vaguely': 1, 'substance': 1, 'mildly': 1, 'performance': 1, 'weaver': 1, 'minutes': 1})",20
844,It 's great escapist fun that recreates a place and time that will never happen again .,9390,87,"['great', 'escapist', 'fun', 'that', 'recreates', 'place', 'and', 'time', 'that', 'will', 'never', 'happen', 'again']","Counter({'that': 2, 'and': 1, 'will': 1, 'great': 1, 'never': 1, 'escapist': 1, 'recreates': 1, 'place': 1, 'time': 1, 'fun': 1, 'again': 1, 'happen': 1})",12
845,"The documentary does little , apart from raising the topic , to further stoke the conversation .",9391,96,"['the', 'documentary', 'does', 'little', 'apart', 'from', 'raising', 'the', 'topic', 'further', 'stoke', 'the', 'conversation']","Counter({'the': 3, 'little': 1, 'from': 1, 'topic': 1, 'conversation': 1, 'does': 1, 'stoke': 1, 'further': 1, 'documentary': 1, 'raising': 1, 'apart': 1})",11
846,"Disney 's live-action division has a history of releasing cinematic flotsam , but this is one occasion when they have unearthed a rare gem .",9392,140,"['disney', 'liveaction', 'division', 'has', 'history', 'releasing', 'cinematic', 'flotsam', 'but', 'this', 'one', 'occasion', 'when', 'they', 'have', 'unearthed', 'rare', 'gem']","Counter({'one': 1, 'division': 1, 'rare': 1, 'have': 1, 'this': 1, 'releasing': 1, 'when': 1, 'cinematic': 1, 'flotsam': 1, 'gem': 1, 'but': 1, 'they': 1, 'occasion': 1, 'liveaction': 1, 'has': 1, 'unearthed': 1, 'disney': 1, 'history': 1})",18
847,Mr. Wedge and Mr. Saldanha handle the mix of verbal jokes and slapstick well .,9393,78,"['wedge', 'and', 'saldanha', 'handle', 'the', 'mix', 'verbal', 'jokes', 'and', 'slapstick', 'well']","Counter({'and': 2, 'wedge': 1, 'handle': 1, 'verbal': 1, 'jokes': 1, 'well': 1, 'mix': 1, 'the': 1, 'slapstick': 1, 'saldanha': 1})",10
848,To say Analyze That is De Niro 's best film since Meet the Parents sums up the sad state of his recent career .,9394,111,"['say', 'analyze', 'that', 'niro', 'best', 'film', 'since', 'meet', 'the', 'parents', 'sums', 'the', 'sad', 'state', 'his', 'recent', 'career']","Counter({'the': 2, 'his': 1, 'that': 1, 'career': 1, 'since': 1, 'sums': 1, 'state': 1, 'sad': 1, 'say': 1, 'parents': 1, 'best': 1, 'meet': 1, 'niro': 1, 'analyze': 1, 'film': 1, 'recent': 1})",16
849,There 's not much going on in this movie unless you simply decide to buy into the notion that something inexplicably strange once happened in Point Pleasant .,9395,158,"['there', 'not', 'much', 'going', 'this', 'movie', 'unless', 'you', 'simply', 'decide', 'buy', 'into', 'the', 'notion', 'that', 'something', 'inexplicably', 'strange', 'once', 'happened', 'point', 'pleasant']","Counter({'point': 1, 'into': 1, 'inexplicably': 1, 'simply': 1, 'something': 1, 'movie': 1, 'there': 1, 'going': 1, 'you': 1, 'happened': 1, 'buy': 1, 'unless': 1, 'that': 1, 'much': 1, 'pleasant': 1, 'decide': 1, 'not': 1, 'this': 1, 'strange': 1, 'the': 1, 'notion': 1, 'once': 1})",22
850,Too sincere to exploit its subjects and too honest to manipulate its audience .,9396,79,"['too', 'sincere', 'exploit', 'its', 'subjects', 'and', 'too', 'honest', 'manipulate', 'its', 'audience']","Counter({'too': 2, 'its': 2, 'and': 1, 'sincere': 1, 'audience': 1, 'honest': 1, 'exploit': 1, 'subjects': 1, 'manipulate': 1})",9
851,"Too much of this well-acted but dangerously slow thriller feels like a preamble to a bigger , more complicated story , one that never materializes .",9397,148,"['too', 'much', 'this', 'wellacted', 'but', 'dangerously', 'slow', 'thriller', 'feels', 'like', 'preamble', 'bigger', 'more', 'complicated', 'story', 'one', 'that', 'never', 'materializes']","Counter({'story': 1, 'slow': 1, 'like': 1, 'that': 1, 'this': 1, 'bigger': 1, 'never': 1, 'but': 1, 'one': 1, 'wellacted': 1, 'feels': 1, 'much': 1, 'complicated': 1, 'too': 1, 'dangerously': 1, 'preamble': 1, 'materializes': 1, 'thriller': 1, 'more': 1})",19
852,Only two words will tell you what you know when deciding to see it : Anthony .,9398,78,"['only', 'two', 'words', 'will', 'tell', 'you', 'what', 'you', 'know', 'when', 'deciding', 'see', 'anthony']","Counter({'you': 2, 'deciding': 1, 'what': 1, 'see': 1, 'when': 1, 'two': 1, 'will': 1, 'only': 1, 'know': 1, 'words': 1, 'tell': 1, 'anthony': 1})",12
853,"Well before it 's over , Beijing Bicycle begins spinning its wheels .",9399,69,"['well', 'before', 'over', 'beijing', 'bicycle', 'begins', 'spinning', 'its', 'wheels']","Counter({'begins': 1, 'beijing': 1, 'bicycle': 1, 'over': 1, 'well': 1, 'spinning': 1, 'wheels': 1, 'its': 1, 'before': 1})",9
854,"Despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on TV and purports to amuse small children and ostensible adults .",9400,227,"['despite', 'all', 'evidence', 'the', 'contrary', 'this', 'clunker', 'has', 'somehow', 'managed', 'pose', 'actual', 'feature', 'movie', 'the', 'kind', 'that', 'charges', 'full', 'admission', 'and', 'gets', 'hyped', 'and', 'purports', 'amuse', 'small', 'children', 'and', 'ostensible', 'adults']","Counter({'and': 3, 'the': 2, 'all': 1, 'managed': 1, 'adults': 1, 'somehow': 1, 'evidence': 1, 'hyped': 1, 'clunker': 1, 'children': 1, 'movie': 1, 'admission': 1, 'feature': 1, 'ostensible': 1, 'gets': 1, 'full': 1, 'that': 1, 'pose': 1, 'despite': 1, 'kind': 1, 'has': 1, 'actual': 1, 'this': 1, 'amuse': 1, 'charges': 1, 'contrary': 1, 'small': 1, 'purports': 1})",28
855,What might have been a predictably heartwarming tale is suffused with complexity .,9401,82,"['what', 'might', 'have', 'been', 'predictably', 'heartwarming', 'tale', 'suffused', 'with', 'complexity']","Counter({'what': 1, 'predictably': 1, 'heartwarming': 1, 'with': 1, 'been': 1, 'suffused': 1, 'tale': 1, 'complexity': 1, 'have': 1, 'might': 1})",10
856,Puts a human face on a land most Westerners are unfamiliar with .,9402,65,"['puts', 'human', 'face', 'land', 'most', 'westerners', 'are', 'unfamiliar', 'with']","Counter({'land': 1, 'puts': 1, 'unfamiliar': 1, 'face': 1, 'most': 1, 'are': 1, 'human': 1, 'westerners': 1, 'with': 1})",9
857,The Bourne Identity is what summer screen escapism used to be in the decades when it was geared more to grownups .,9403,114,"['the', 'bourne', 'identity', 'what', 'summer', 'screen', 'escapism', 'used', 'the', 'decades', 'when', 'was', 'geared', 'more', 'grownups']","Counter({'the': 2, 'summer': 1, 'what': 1, 'used': 1, 'was': 1, 'escapism': 1, 'screen': 1, 'when': 1, 'geared': 1, 'bourne': 1, 'decades': 1, 'grownups': 1, 'identity': 1, 'more': 1})",14
858,Moderately involving despite bargain-basement photography and hackneyed romance .,9404,81,"['moderately', 'involving', 'despite', 'bargainbasement', 'photography', 'and', 'hackneyed', 'romance']","Counter({'and': 1, 'hackneyed': 1, 'photography': 1, 'moderately': 1, 'romance': 1, 'bargainbasement': 1, 'involving': 1, 'despite': 1})",8
859,"Like Leon , it 's frustrating and still oddly likable .",9405,55,"['like', 'leon', 'frustrating', 'and', 'still', 'oddly', 'likable']","Counter({'and': 1, 'likable': 1, 'like': 1, 'leon': 1, 'oddly': 1, 'still': 1, 'frustrating': 1})",7
860,Somehow both wildly implausible and strangely conventional .,9406,60,"['somehow', 'both', 'wildly', 'implausible', 'and', 'strangely', 'conventional']","Counter({'and': 1, 'both': 1, 'conventional': 1, 'somehow': 1, 'wildly': 1, 'implausible': 1, 'strangely': 1})",7
861,"Smith profiles five extraordinary American homes , and because the owners seem fully aware of the uses and abuses of fame , it 's a pleasure to enjoy their eccentricities .",9407,172,"['smith', 'profiles', 'five', 'extraordinary', 'american', 'homes', 'and', 'because', 'the', 'owners', 'seem', 'fully', 'aware', 'the', 'uses', 'and', 'abuses', 'fame', 'pleasure', 'enjoy', 'their', 'eccentricities']","Counter({'and': 2, 'the': 2, 'homes': 1, 'owners': 1, 'because': 1, 'pleasure': 1, 'eccentricities': 1, 'their': 1, 'fully': 1, 'enjoy': 1, 'smith': 1, 'profiles': 1, 'aware': 1, 'extraordinary': 1, 'american': 1, 'five': 1, 'abuses': 1, 'fame': 1, 'uses': 1, 'seem': 1})",20
862,It 's a charming and often affecting journey .,9408,46,"['charming', 'and', 'often', 'affecting', 'journey']","Counter({'and': 1, 'affecting': 1, 'journey': 1, 'often': 1, 'charming': 1})",5
863,It 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of Anna Chancellor that makes this `` Two Weddings and a Funeral '' fun .,9409,166,"['the', 'chemistry', 'between', 'the', 'women', 'and', 'the', 'droll', 'scenestealing', 'wit', 'and', 'wolfish', 'pessimism', 'anna', 'chancellor', 'that', 'makes', 'this', 'two', 'weddings', 'and', 'funeral', 'fun']","Counter({'and': 3, 'the': 3, 'weddings': 1, 'wolfish': 1, 'this': 1, 'chancellor': 1, 'funeral': 1, 'pessimism': 1, 'two': 1, 'droll': 1, 'that': 1, 'wit': 1, 'between': 1, 'fun': 1, 'chemistry': 1, 'makes': 1, 'scenestealing': 1, 'anna': 1, 'women': 1})",19
864,Over age 15 ?,9410,13,"['over', 'age', '?']","Counter({'over': 1, 'age': 1, '?': 1})",3
865,"A densely constructed , highly referential film , and an audacious return to form that can comfortably sit among Jean-Luc Godard 's finest work .",9411,145,"['densely', 'constructed', 'highly', 'referential', 'film', 'and', 'audacious', 'return', 'form', 'that', 'can', 'comfortably', 'sit', 'among', 'jeanluc', 'godard', 'finest', 'work']","Counter({'and': 1, 'among': 1, 'finest': 1, 'return': 1, 'sit': 1, 'form': 1, 'that': 1, 'work': 1, 'audacious': 1, 'highly': 1, 'jeanluc': 1, 'referential': 1, 'densely': 1, 'can': 1, 'godard': 1, 'comfortably': 1, 'film': 1, 'constructed': 1})",18
866,Lead provocatuers Testud and Parmentier give superlative performances,9412,69,"['lead', 'provocatuers', 'testud', 'and', 'parmentier', 'give', 'superlative', 'performances']","Counter({'and': 1, 'testud': 1, 'parmentier': 1, 'lead': 1, 'give': 1, 'performances': 1, 'provocatuers': 1, 'superlative': 1})",8
867,"Yes , Ballistic is silly .",9413,26,"['yes', 'ballistic', 'silly']","Counter({'silly': 1, 'yes': 1, 'ballistic': 1})",3
